vgps_id,name,raw_label,canonical_category,strategic_bucket,chain_brand,score,tier,weburl,listing_url
54009,533 Viet Fusion,EAT & DRINK,Dining,Dining,false,7,A,https://www.533vietfusion.com/,https://www.visitgreaterpalmsprings.com/listing/533-viet-fusion/54009/
55162,533 Viet Fusion,WEDDINGS,Weddings,Meetings & Events,false,7,A,https://www.533vietfusion.com/,https://www.visitgreaterpalmsprings.com/listing/533-viet-fusion/55162/
55166,533 Viet Fusion,GROUP VENUES,Group Venues,Meetings & Events,false,7,A,https://www.533vietfusion.com/,https://www.visitgreaterpalmsprings.com/listing/533-viet-fusion/55166/
28968,"Ace Transportation, Inc.",GETTING HERE & AROUND,Transportation,Mobility,false,7,A,https://www.acerides.com,https://www.visitgreaterpalmsprings.com/listing/ace-transportation-inc/28968/
34110,"Ace Transportation, Inc.",MEETING & EVENT RESOURCES,Meeting Resources,Meetings & Events,false,7,A,https://www.acerides.com,https://www.visitgreaterpalmsprings.com/listing/ace-transportation-inc/34110/
33163,29 Palms Artist Gallery,THINGS TO DO,Activities,Experiences,false,6,B,https://www.29palmsartgallery.com,https://www.visitgreaterpalmsprings.com/listing/29-palms-artist-gallery/33163/
16863,7 Springs Inn & Suites,STAY,Lodging,Lodging,false,6,B,https://www.7-springs.com,https://www.visitgreaterpalmsprings.com/listing/7-springs-inn-%26-suites/16863/
35839,7 Springs Inn & Suites,STAY,Lodging,Lodging,false,6,B,https://www.7-springs.com,https://www.visitgreaterpalmsprings.com/listing/7-springs-inn-%26-suites/35839/
43472,A Nights Inn,PLACES TO STAY,Lodging,Lodging,false,6,B,https://www.anightsinnridgecrest.us/,https://www.visitgreaterpalmsprings.com/listing/a-nights-inn/43472/
48602,A. Picardo Arts - Anthony Picardo,ARTS & CULTURE,Arts & Culture,Experiences,false,6,B,https://www.apicardo.com/,https://www.visitgreaterpalmsprings.com/listing/a-picardo-arts-anthony-picardo/48602/
54656,A to Z Transportation,GETTING HERE & AROUND,Transportation,Mobility,false,6,B,https://atoztransportations.com/,https://www.visitgreaterpalmsprings.com/listing/a-to-z-transportation/54656/
34128,AcQPoint Wellness Center,,(uncategorized),(uncategorized),false,6,B,https://acqpoint.com/,https://www.visitgreaterpalmsprings.com/listing/acqpoint-wellness-center/34128/
33164,29 Palms Creative Center and Gallery,THINGS TO DO,Activities,Experiences,false,5,B,http://www.29palmsart.com/,https://www.visitgreaterpalmsprings.com/listing/29-palms-creative-center-and-gallery/33164/
33465,29 Palms Inn,PLACES TO STAY,Lodging,Lodging,false,5,B,https://www.29palmsinn.com,https://www.visitgreaterpalmsprings.com/listing/29-palms-inn/33465/
61289,A to Z Desert Mercantile,SHOPPING,Shopping,Retail & Services,false,5,B,https://covetps.com/pages/a-to-z-desert-mercantile,https://www.visitgreaterpalmsprings.com/listing/a-to-z-desert-mercantile/61289/
54678,Aaron Allen Art Studio,ARTS & CULTURE,Arts & Culture,Experiences,false,5,B,https://www.aaronallenart.org/,https://www.visitgreaterpalmsprings.com/listing/aaron-allen-art-studio/54678/
21185,Ace Hotel & Swim Club,STAY,Lodging,Lodging,true,5,B,https://www.acehotel.com/palmsprings,https://www.visitgreaterpalmsprings.com/listing/ace-hotel-%26-swim-club/21185/
25824,Ace Hotel & Swim Club,GROUP VENUES,Group Venues,Meetings & Events,true,5,B,https://www.acehotel.com/palmsprings,https://www.visitgreaterpalmsprings.com/listing/ace-hotel-%26-swim-club/25824/
28315,Ace Hotel & Swim Club,WEDDINGS,Weddings,Meetings & Events,true,5,B,https://www.acehotel.com/palmsprings,https://www.visitgreaterpalmsprings.com/listing/ace-hotel-%26-swim-club/28315/
45332,Acrisure Arena,GROUP VENUES,Group Venues,Meetings & Events,false,5,B,https://acrisurearena.com/,https://www.visitgreaterpalmsprings.com/listing/acrisure-arena/45332/
45333,Acrisure Arena,MEETING & EVENT RESOURCES,Meeting Resources,Meetings & Events,false,5,B,https://acrisurearena.com/,https://www.visitgreaterpalmsprings.com/listing/acrisure-arena/45333/
35307,Élan Vital Studio,ARTS & CULTURE,Arts & Culture,Experiences,false,4,B,https://elanvitalgalleries.com/,https://www.visitgreaterpalmsprings.com/listing/%c3%89lan-vital-studio/35307/
33048,4 Saints at Kimpton Rowan Palm Springs Hotel,EAT & DRINK,Dining,Dining,false,4,B,https://www.4saintspalmsprings.com/,https://www.visitgreaterpalmsprings.com/listing/4-saints-at-kimpton-rowan-palm-springs-hotel/33048/
59804,85°C Bakery Cafe,EAT & DRINK,Dining,Dining,true,4,B,https://www.85cbakerycafe.com/,https://www.visitgreaterpalmsprings.com/listing/85%c2%b0c-bakery-cafe/59804/
54533,9 1/2 Bar & Kitchen,EAT & DRINK,Dining,Dining,false,4,B,https://di71.com/dining/,https://www.visitgreaterpalmsprings.com/listing/9-1-2-bar-%26-kitchen/54533/
13183,A New Team,MEETING & EVENT RESOURCES,Meeting Resources,Meetings & Events,false,4,B,https://www.anewteam.com,https://www.visitgreaterpalmsprings.com/listing/a-new-team/13183/
16854,A Place In The Sun Garden Hotel,STAY,Lodging,Lodging,false,4,B,https://www.aplaceinthesunhotel.com,https://www.visitgreaterpalmsprings.com/listing/a-place-in-the-sun-garden-hotel/16854/
14823,A Streetcar Named Design,BUSINESS & PROFESSIONAL SERVICES,Professional Services,Retail & Services,false,4,B,https://www.astreetcar.com,https://www.visitgreaterpalmsprings.com/listing/a-streetcar-named-design/14823/
58854,Academy of Musical Performance,MEETING & EVENT RESOURCES,Meeting Resources,Meetings & Events,false,4,B,https://ampcv.org/,https://www.visitgreaterpalmsprings.com/listing/academy-of-musical-performance/58854/
56319,Acai Oasis,EAT & DRINK,Dining,Dining,false,4,B,https://acaioasis.com/,https://www.visitgreaterpalmsprings.com/listing/acai-oasis/56319/
54780,Acres Landing,STAY,Lodging,Lodging,false,4,B,https://www.acreslanding.com/,https://www.visitgreaterpalmsprings.com/listing/acres-landing/54780/
54137,262 Rooftop Bar & Grill,EAT & DRINK,Dining,Dining,false,3,C,https://www.rooftop262.com/,https://www.visitgreaterpalmsprings.com/listing/262-rooftop-bar-%26-grill/54137/
29501,849EVENTS,MEETING & EVENT RESOURCES,Meeting Resources,Meetings & Events,false,3,C,https://849events.com,https://www.visitgreaterpalmsprings.com/listing/849events/29501/
34969,A Gallery Fine Art,SHOPPING,Shopping,Retail & Services,false,3,C,https://www.agalleryfineart.com/homepage.html,https://www.visitgreaterpalmsprings.com/listing/a-gallery-fine-art/34969/
